junction,period_date,actual_risk,predicted_risk,risk_score,is_error,is_dangerous_underprediction,probabilities,accidents_lag_1,accidents_rolling_mean_3
Subhash Nagar Square,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Subhash Nagar Square,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Subhash Nagar Square,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Subhash Nagar Square,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Subhash Nagar Square,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Subhash Nagar Square,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Subhash Nagar Square,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Subhash Nagar Square,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
VCA Stadium Chowk,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
VCA Stadium Chowk,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
VCA Stadium Chowk,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
VCA Stadium Chowk,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
VCA Stadium Chowk,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
VCA Stadium Chowk,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
VCA Stadium Chowk,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
VCA Stadium Chowk,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
VCA Stadium Chowk,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
VCA Stadium Chowk,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
VCA Stadium Chowk,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
VCA Stadium Chowk,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Variety Square,2025-01-01,LOW,LOW,1.51,False,False,"{""LOW"": 0.9568, ""MEDIUM"": 0.0432, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Variety Square,2025-02-01,LOW,LOW,0.43,False,False,"{""LOW"": 0.9877, ""MEDIUM"": 0.0123, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Variety Square,2025-03-01,LOW,LOW,1.87,False,False,"{""LOW"": 0.9733, ""MEDIUM"": 0.0, ""HIGH"": 0.0267, ""CRITICAL"": 0.0}",2.0,1.0
Variety Square,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.667
Variety Square,2025-05-01,LOW,LOW,1.25,False,False,"{""LOW"": 0.9691, ""MEDIUM"": 0.0264, ""HIGH"": 0.0046, ""CRITICAL"": 0.0}",0.0,0.667
Variety Square,2025-06-01,LOW,LOW,1.71,False,False,"{""LOW"": 0.9512, ""MEDIUM"": 0.0488, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Variety Square,2025-07-01,LOW,LOW,2.98,False,False,"{""LOW"": 0.927, ""MEDIUM"": 0.0608, ""HIGH"": 0.0122, ""CRITICAL"": 0.0}",4.0,1.333
Variety Square,2025-08-01,LOW,LOW,3.84,False,False,"{""LOW"": 0.9122, ""MEDIUM"": 0.0658, ""HIGH"": 0.022, ""CRITICAL"": 0.0}",4.0,2.667
Variety Square,2025-09-01,LOW,LOW,1.74,False,False,"{""LOW"": 0.9685, ""MEDIUM"": 0.0136, ""HIGH"": 0.018, ""CRITICAL"": 0.0}",0.0,2.667
Variety Square,2025-10-01,LOW,LOW,0.42,False,False,"{""LOW"": 0.988, ""MEDIUM"": 0.012, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",1.0,1.667
Variety Square,2025-11-01,LOW,LOW,0.22,False,False,"{""LOW"": 0.9937, ""MEDIUM"": 0.0063, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",1.0,0.667
Variety Square,2025-12-01,LOW,LOW,0.22,False,False,"{""LOW"": 0.9937, ""MEDIUM"": 0.0063, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.667
Wardha Road Toll Plaza,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Wardha Road Toll Plaza,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Wardha Road Toll Plaza,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Wardha Road Toll Plaza,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Wardha Road Toll Plaza,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Wardha Road Toll Plaza,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Wardha Road Toll Plaza,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Wardha Road Toll Plaza,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Wardha Road Toll Plaza,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Wardha Road Toll Plaza,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Wardha Road Toll Plaza,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Wardha Road Toll Plaza,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Zero Mile Freedom Park,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Zero Mile Freedom Park,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Zero Mile Freedom Park,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Zero Mile Freedom Park,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Zero Mile Freedom Park,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Zero Mile Freedom Park,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Zero Mile Freedom Park,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Zero Mile Freedom Park,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Zero Mile Freedom Park,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Zero Mile Freedom Park,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Zero Mile Freedom Park,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Zero Mile Freedom Park,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
