junction,period,accident_count,severe_accidents,fatal_accidents,injured_count,fatality_count,vehicles_involved,period_date,accidents_7d,accidents_30d,accidents_90d,accidents_1y,fatal_accidents_1y,injury_accidents_1y,historical_accident_rate,target_period,future_accidents,future_severe_accidents,future_fatal_accidents,future_injuries,future_risk_score,risk_level
Shraddhanand Peth Square,2024-02,2,0,0,3,0,7,2024-02-01,2.0,2.0,4.0,13.0,0.0,20.0,1.0833333333333333,,,,,,0.0,LOW
Shraddhanand Peth Square,2024-04,2,1,0,3,0,7,2024-04-01,2.0,2.0,5.0,14.0,0.0,21.0,1.1666666666666667,,,,,,0.0,LOW
Shraddhanand Peth Square,2024-07,1,0,0,0,0,4,2024-07-01,2.0,2.0,6.0,15.0,0.0,23.0,1.25,2024-07-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Shraddhanand Peth Square,2024-08,1,0,0,0,0,1,2024-08-01,1.0,1.0,5.0,15.0,0.0,22.0,1.25,,,,,,0.0,LOW
Sitabuldi Chowk,2022-10,1,1,0,2,0,3,2022-10-01,1.0,1.0,4.0,15.0,0.0,23.0,1.25,,,,,,0.0,LOW
Sitabuldi Chowk,2022-12,2,1,0,6,0,5,2022-12-01,1.0,1.0,4.0,15.0,0.0,24.0,1.25,2022-12-01,2.0,0.0,0.0,2.0,2.4,HIGH
Sitabuldi Chowk,2023-01,2,0,0,2,0,4,2023-01-01,2.0,2.0,4.0,15.0,0.0,25.0,1.25,2023-01-01,2.0,0.0,0.0,0.0,2.0,HIGH
Sitabuldi Chowk,2023-02,2,0,0,0,0,8,2023-02-01,2.0,2.0,5.0,16.0,0.0,22.0,1.3333333333333333,2023-02-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Sitabuldi Chowk,2023-03,1,0,0,1,0,4,2023-03-01,2.0,2.0,6.0,17.0,0.0,21.0,1.4166666666666667,2023-03-01,2.0,0.0,0.0,2.0,2.4,HIGH
Sitabuldi Chowk,2023-04,2,0,0,2,0,7,2023-04-01,1.0,1.0,5.0,17.0,0.0,19.0,1.4166666666666667,2023-04-01,2.0,0.0,0.0,2.0,2.4,HIGH
Sitabuldi Chowk,2023-05,2,0,0,2,0,5,2023-05-01,2.0,2.0,5.0,18.0,0.0,20.0,1.5,2023-05-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Sitabuldi Chowk,2023-06,1,0,0,1,0,3,2023-06-01,2.0,2.0,5.0,18.0,0.0,19.0,1.5,,,,,,0.0,LOW
Sitabuldi Chowk,2023-09,3,0,0,3,0,9,2023-09-01,1.0,1.0,5.0,18.0,0.0,20.0,1.5,2023-09-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Sitabuldi Chowk,2023-10,1,0,0,0,0,4,2023-10-01,3.0,3.0,6.0,20.0,0.0,22.0,1.6666666666666667,2023-10-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Sitabuldi Chowk,2023-11,1,0,0,1,0,4,2023-11-01,1.0,1.0,5.0,20.0,0.0,22.0,1.6666666666666667,2023-11-01,1.0,0.0,0.0,2.0,1.4,HIGH
Sitabuldi Chowk,2023-12,1,0,0,2,0,1,2023-12-01,1.0,1.0,5.0,19.0,0.0,21.0,1.5833333333333333,2023-12-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Sitabuldi Chowk,2024-01,1,0,0,0,0,3,2024-01-01,1.0,1.0,3.0,19.0,0.0,22.0,1.5833333333333333,2024-01-01,3.0,0.0,0.0,4.0,3.8,HIGH
Sitabuldi Chowk,2024-02,3,0,0,4,0,5,2024-02-01,1.0,1.0,3.0,19.0,0.0,20.0,1.5833333333333333,2024-02-01,2.0,0.0,0.0,1.0,2.2,HIGH
Sitabuldi Chowk,2024-03,2,0,0,1,0,3,2024-03-01,3.0,3.0,5.0,20.0,0.0,18.0,1.6666666666666667,2024-03-01,1.0,1.0,0.0,3.0,4.6,HIGH
Sitabuldi Chowk,2024-04,1,1,0,3,0,1,2024-04-01,2.0,2.0,6.0,20.0,0.0,17.0,1.6666666666666667,2024-04-01,2.0,0.0,0.0,3.0,2.6,HIGH
Sitabuldi Chowk,2024-05,2,0,0,3,0,6,2024-05-01,1.0,1.0,6.0,19.0,0.0,20.0,1.5833333333333333,2024-05-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Sitabuldi Chowk,2024-06,1,0,0,1,0,3,2024-06-01,2.0,2.0,5.0,20.0,0.0,22.0,1.6666666666666667,2024-06-01,3.0,0.0,0.0,3.0,3.6,HIGH
Sitabuldi Chowk,2024-07,3,0,0,3,0,7,2024-07-01,1.0,1.0,4.0,19.0,0.0,21.0,1.5833333333333333,2024-07-01,3.0,0.0,0.0,4.0,3.8,HIGH
Sitabuldi Chowk,2024-08,3,0,0,4,0,8,2024-08-01,3.0,3.0,6.0,20.0,0.0,22.0,1.6666666666666667,,,,,,0.0,LOW
Sitabuldi Chowk,2024-10,2,1,1,5,2,5,2024-10-01,3.0,3.0,7.0,22.0,0.0,25.0,1.8333333333333333,2024-10-01,2.0,1.0,0.0,7.0,6.4,HIGH
Sitabuldi Chowk,2024-11,2,1,0,7,0,8,2024-11-01,2.0,2.0,8.0,21.0,1.0,27.0,1.75,,,,,,0.0,LOW
Vaishnodevi Chowk,2022-10,2,0,0,2,0,5,2022-10-01,1.0,1.0,4.0,13.0,0.0,12.0,1.0833333333333333,,,,,,0.0,LOW
Vaishnodevi Chowk,2022-12,2,0,0,2,0,5,2022-12-01,2.0,2.0,5.0,14.0,0.0,13.0,1.1666666666666667,,,,,,0.0,LOW
Vaishnodevi Chowk,2023-05,1,0,0,0,0,2,2023-05-01,2.0,2.0,5.0,15.0,0.0,15.0,1.25,2023-05-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Vaishnodevi Chowk,2023-06,1,0,0,0,0,4,2023-06-01,1.0,1.0,5.0,15.0,0.0,12.0,1.25,,,,,,0.0,LOW
Vaishnodevi Chowk,2023-10,1,1,0,5,0,2,2023-10-01,1.0,1.0,4.0,15.0,0.0,11.0,1.25,2023-10-01,2.0,0.0,0.0,1.0,2.2,HIGH
Vaishnodevi Chowk,2023-11,2,0,0,1,0,4,2023-11-01,1.0,1.0,3.0,15.0,0.0,15.0,1.25,2023-11-01,2.0,0.0,0.0,3.0,2.6,HIGH
Vaishnodevi Chowk,2023-12,2,0,0,3,0,4,2023-12-01,2.0,2.0,4.0,16.0,0.0,14.0,1.3333333333333333,2023-12-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Vaishnodevi Chowk,2024-01,1,0,0,0,0,3,2024-01-01,2.0,2.0,5.0,17.0,0.0,16.0,1.4166666666666667,2024-01-01,1.0,0.0,0.0,3.0,1.6,HIGH
Vaishnodevi Chowk,2024-02,1,0,0,3,0,1,2024-02-01,1.0,1.0,5.0,17.0,0.0,16.0,1.4166666666666667,2024-02-01,1.0,0.0,0.0,3.0,1.6,HIGH
Vaishnodevi Chowk,2024-03,1,0,0,3,0,3,2024-03-01,1.0,1.0,4.0,17.0,0.0,19.0,1.4166666666666667,,,,,,0.0,LOW
Vaishnodevi Chowk,2024-05,1,0,0,1,0,3,2024-05-01,1.0,1.0,3.0,17.0,0.0,21.0,1.4166666666666667,,,,,,0.0,LOW
Vaishnodevi Chowk,2024-07,1,0,0,1,0,4,2024-07-01,1.0,1.0,3.0,16.0,0.0,21.0,1.3333333333333333,2024-07-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Vaishnodevi Chowk,2024-08,1,0,0,0,0,1,2024-08-01,1.0,1.0,3.0,16.0,0.0,21.0,1.3333333333333333,,,,,,0.0,LOW
Vaishnodevi Chowk,2024-11,1,0,0,1,0,2,2024-11-01,1.0,1.0,3.0,15.0,0.0,19.0,1.25,2024-11-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Vaishnodevi Chowk,2024-12,1,0,0,1,0,3,2024-12-01,1.0,1.0,3.0,14.0,0.0,18.0,1.1666666666666667,2024-12-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Variety Square,2022-03,1,0,0,3,0,4,2022-03-01,1.0,1.0,5.0,18.0,2.0,27.0,1.5,,,,,,0.0,LOW
Variety Square,2022-07,1,0,0,2,0,2,2022-07-01,1.0,1.0,5.0,18.0,2.0,30.0,1.5,2022-07-01,2.0,0.0,0.0,2.0,2.4,HIGH
Variety Square,2022-08,2,0,0,2,0,4,2022-08-01,1.0,1.0,3.0,18.0,2.0,29.0,1.5,2022-08-01,2.0,0.0,0.0,1.0,2.2,HIGH
Variety Square,2022-09,2,0,0,1,0,5,2022-09-01,2.0,2.0,4.0,19.0,2.0,30.0,1.5833333333333333,2022-09-01,2.0,0.0,0.0,3.0,2.6,HIGH
Variety Square,2022-10,2,0,0,3,0,4,2022-10-01,2.0,2.0,5.0,20.0,2.0,30.0,1.6666666666666667,,,,,,0.0,LOW
Variety Square,2022-12,2,0,0,2,0,5,2022-12-01,2.0,2.0,6.0,21.0,2.0,31.0,1.75,2022-12-01,2.0,0.0,0.0,1.0,2.2,HIGH
Variety Square,2023-01,2,0,0,1,0,5,2023-01-01,2.0,2.0,6.0,22.0,1.0,31.0,1.8333333333333333,,,,,,0.0,LOW
Variety Square,2023-03,2,0,0,2,0,6,2023-03-01,2.0,2.0,6.0,23.0,1.0,32.0,1.9166666666666667,2023-03-01,1.0,1.0,0.0,2.0,4.4,HIGH
Variety Square,2023-04,1,1,0,2,0,2,2023-04-01,2.0,2.0,6.0,20.0,1.0,30.0,1.6666666666666667,,,,,,0.0,LOW
Variety Square,2023-06,1,0,0,1,0,3,2023-06-01,1.0,1.0,5.0,20.0,1.0,28.0,1.6666666666666667,2023-06-01,2.0,0.0,0.0,1.0,2.2,HIGH
Variety Square,2023-07,2,0,0,1,0,6,2023-07-01,1.0,1.0,4.0,20.0,1.0,28.0,1.6666666666666667,2023-07-01,4.0,0.0,0.0,11.0,6.2,HIGH
Variety Square,2023-08,4,0,0,11,0,11,2023-08-01,2.0,2.0,4.0,19.0,0.0,24.0,1.5833333333333333,,,,,,0.0,LOW
Variety Square,2023-10,1,0,0,0,0,1,2023-10-01,4.0,4.0,7.0,22.0,0.0,31.0,1.8333333333333333,,,,,,0.0,LOW
Variety Square,2023-12,1,1,0,2,0,1,2023-12-01,1.0,1.0,7.0,22.0,0.0,28.0,1.8333333333333333,2023-12-01,4.0,2.0,0.0,10.0,12.0,HIGH
Variety Square,2024-01,4,2,0,10,0,11,2024-01-01,1.0,1.0,6.0,22.0,0.0,28.0,1.8333333333333333,2024-01-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Variety Square,2024-02,1,0,0,1,0,2,2024-02-01,4.0,4.0,6.0,24.0,0.0,36.0,2.0,2024-02-01,1.0,1.0,1.0,1.0,9.2,HIGH
Variety Square,2024-03,1,1,1,1,1,3,2024-03-01,1.0,1.0,6.0,23.0,0.0,36.0,1.9166666666666667,2024-03-01,4.0,0.0,0.0,1.0,4.2,HIGH
Variety Square,2024-04,4,0,0,1,0,12,2024-04-01,1.0,1.0,6.0,22.0,1.0,34.0,1.8333333333333333,2024-04-01,3.0,0.0,0.0,3.0,3.6,HIGH
Variety Square,2024-05,3,0,0,3,0,9,2024-05-01,4.0,4.0,6.0,24.0,1.0,33.0,2.0,2024-05-01,2.0,0.0,0.0,1.0,2.2,HIGH
Variety Square,2024-06,2,0,0,1,0,6,2024-06-01,3.0,3.0,8.0,25.0,1.0,35.0,2.083333333333333,2024-06-01,1.0,0.0,0.0,3.0,1.6,HIGH
Variety Square,2024-07,1,0,0,3,0,2,2024-07-01,2.0,2.0,9.0,25.0,1.0,34.0,2.083333333333333,2024-07-01,6.0,3.0,0.0,11.0,17.2,HIGH
Variety Square,2024-08,6,3,0,11,0,12,2024-08-01,1.0,1.0,6.0,25.0,1.0,35.0,2.083333333333333,,,,,,0.0,LOW
Variety Square,2024-10,1,0,0,1,0,4,2024-10-01,6.0,6.0,9.0,30.0,1.0,45.0,2.5,2024-10-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Variety Square,2024-11,1,0,0,0,0,2,2024-11-01,1.0,1.0,8.0,29.0,1.0,45.0,2.4166666666666665,,,,,,0.0,LOW
